Node,Processes,Num Threads,Schedule,ChunkSize,ReadGray(s),ReadColor(s),Gray(s),Hsl(s),Yuv(s),WriteGray(s),WriteHsl(s),WriteYuv(s),Total(s)
1,1,16,guided,128,0.014804,0.171572,0.387896,1.107163,0.717501,3.193796,9.455645,9.446742,24.502554
1,1,16,guided,128,0.014516,0.175015,0.400747,1.061544,0.720224,3.17271,9.497787,9.574908,24.625708
1,1,16,guided,256,0.029931,0.171132,0.406503,1.07019,0.730167,3.179919,9.426818,9.629142,24.651452
1,1,16,guided,256,0.014606,0.170199,0.359364,1.103673,0.721655,3.19127,9.492812,12.558504,27.619733
1,1,16,guided,256,0.014822,0.177996,0.38125,1.134393,0.756864,6.210357,17.192742,11.879886,37.755934
1,1,16,guided,256,0.014611,0.167043,0.386506,1.085899,0.72772,3.212836,9.599792,9.517582,24.719544
1,1,16,guided,256,0.032192,0.16882,0.411595,1.066336,0.718288,3.192018,10.710853,11.464534,27.772134
1,1,16,guided,512,0.014766,0.192069,0.382734,1.087877,0.744728,6.220861,15.168357,12.276566,36.095554
1,1,16,guided,512,0.018328,0.161332,0.401991,1.087737,0.738363,3.196096,9.599304,9.611453,24.822089
1,1,16,guided,512,0.03065,0.179846,0.435531,1.133096,0.724105,3.184897,9.490541,9.549486,24.736416
1,1,16,guided,512,0.033471,0.185428,0.40073,1.108141,0.743693,3.2058,9.406251,9.422948,24.514729
1,1,16,guided,512,0.016107,0.173123,0.377385,1.098384,0.682876,3.189273,9.60822,9.586146,24.739245
1,1,16,guided,1024,0.014758,0.188625,0.394978,1.090103,0.732944,5.027389,17.357319,20.050504,44.864163
1,1,16,guided,1024,0.032694,0.177712,0.403949,1.089194,0.755581,3.20017,9.596831,9.559342,24.823114
1,1,16,guided,1024,0.028085,0.170314,0.406355,1.076358,0.734243,3.200389,9.481131,9.452995,24.557516
1,1,16,guided,1024,0.028572,0.176947,0.454014,1.067922,0.730726,3.184847,9.425779,9.575954,24.65241
1,1,16,guided,1024,0.018362,0.172627,0.393836,1.110425,0.722154,3.199156,9.571734,10.200142,25.396705
1,1,16,guided,2048,0.019316,0.160947,0.396431,1.126851,0.757444,3.854944,9.805225,9.554265,25.683108
1,1,16,guided,2048,0.017868,0.149603,0.399818,1.077268,0.719233,3.179969,9.436268,9.474375,24.461539
1,1,16,guided,2048,0.02962,0.17943,0.396423,1.106993,0.713426,3.194452,9.613265,9.586855,24.828084
1,1,16,guided,2048,0.031188,0.168851,0.4122,1.093294,0.754243,3.198073,9.612559,9.57005,24.848175
1,1,16,guided,2048,0.031216,0.184769,0.410355,1.084974,0.722973,3.2003,9.482195,9.455963,24.580599
1,1,16,guided,4096,0.029267,0.190489,0.417642,1.040296,0.75847,3.190731,9.443104,9.439073,24.517365
1,1,16,guided,4096,0.028913,0.178951,0.39944,1.105169,0.722842,3.179068,9.532139,9.560062,24.714596
1,1,16,guided,4096,0.028524,0.182968,0.414176,1.132763,0.704996,3.187455,12.564542,17.775175,35.997586
1,1,16,guided,4096,0.015425,0.171468,0.390811,1.125514,0.728566,6.211774,11.52339,9.573573,29.748736
1,1,16,guided,4096,0.014756,0.161155,0.404387,1.122299,0.727532,3.171982,12.55194,16.225462,34.387103
1,1,16,dynamic,16,0.020167,0.751815,0.561371,2.967488,2.438621,5.072561,12.647538,9.85256,34.320485
1,1,16,dynamic,16,0.014723,0.789554,0.575875,2.957673,2.441531,3.208749,9.824347,9.909105,29.729071
1,1,16,dynamic,16,0.018287,0.75421,0.544902,2.974235,2.442543,3.178808,9.87657,9.825125,29.622361
1,1,16,dynamic,16,0.032646,0.751387,0.561303,2.935575,2.443445,3.189643,9.841432,9.847607,29.610801
1,1,16,dynamic,16,0.03236,0.75707,0.570545,2.973959,2.44393,3.189093,9.826307,9.831127,29.631954
1,1,16,dynamic,32,0.030947,0.55448,0.517501,2.39392,1.835026,3.173525,9.706048,9.79428,28.013353
1,1,16,dynamic,32,0.029667,0.553847,0.509032,2.398639,1.828225,3.192292,9.813641,9.791979,28.125693
1,1,16,dynamic,32,0.031211,0.551661,0.51834,2.398605,1.81827,3.211975,9.682108,9.767523,27.987382
1,1,16,dynamic,32,0.032432,0.551563,0.47902,2.387252,1.832483,3.172161,9.734564,9.736406,27.933479
1,1,16,dynamic,32,0.028837,0.557925,0.508212,2.400193,1.838106,3.146623,9.729156,9.733848,27.950637
1,1,16,dynamic,64,0.029617,0.409696,0.490851,1.981016,1.385976,3.137182,9.615828,9.670959,26.728814
1,1,16,dynamic,64,0.03195,0.416453,0.496195,1.983271,1.388249,3.155878,9.588551,9.632626,26.700775
1,1,16,dynamic,64,0.029106,0.414219,0.482591,1.979565,1.392509,3.200285,9.653724,9.667024,26.827311
1,1,16,dynamic,64,0.028456,0.410615,0.485857,1.953369,1.377119,3.147155,9.772399,9.753227,26.935937
1,1,16,dynamic,64,0.028529,0.414905,0.476625,1.969447,1.415276,3.172756,9.806746,9.803817,27.095602
1,1,16,dynamic,128,0.03217,0.35158,0.470751,1.796433,1.171552,3.180664,9.665943,9.668318,26.345182
1,1,16,dynamic,128,0.014742,0.353365,0.445552,1.778471,1.16604,3.187402,9.59717,9.616052,26.166368
1,1,16,dynamic,128,0.015001,0.348592,0.449044,1.81152,1.160381,3.167296,9.638083,9.624368,26.22245
1,1,16,dynamic,128,0.017253,0.354632,0.432657,1.806023,1.165988,3.196801,9.743227,9.761741,26.486039
1,1,16,dynamic,128,0.031253,0.352662,0.479349,1.792031,1.151917,3.167928,12.767796,18.878876,38.630161
1,1,16,dynamic,256,0.029548,0.329854,0.450304,1.679181,1.104484,5.746746,13.61844,9.777037,32.743644
1,1,16,dynamic,256,0.028648,0.327389,0.461401,1.754127,1.11183,3.18074,9.763962,9.66924,26.305088
1,1,16,dynamic,256,0.029714,0.326729,0.459599,1.769184,1.110001,3.150509,9.663191,9.616483,26.133058
1,1,16,dynamic,256,0.031292,0.32666,0.433692,1.755224,1.104766,3.185327,9.59552,9.557822,25.99789
1,1,16,dynamic,256,0.028477,0.328599,0.450054,1.74199,1.110081,3.148297,9.589223,9.737923,26.141873
1,1,16,dynamic,512,0.02889,0.320616,0.450972,1.732015,1.086493,3.200167,9.712359,9.769308,26.30818
1,1,16,dynamic,512,0.028969,0.31576,0.448034,1.734625,1.068414,3.187473,9.642017,9.705085,26.1379
1,1,16,dynamic,512,0.032028,0.315591,0.454455,1.701115,1.06791,3.188494,9.597958,9.58651,25.95176
1,1,16,dynamic,512,0.0304,0.313342,0.410451,1.708733,1.073463,3.225627,9.614225,9.73255,26.116305
1,1,16,dynamic,512,0.015127,0.316514,0.393774,1.729623,1.076403,3.189164,9.542043,9.736284,26.006723
1,1,16,dynamic,1024,0.031182,0.268818,0.443571,1.661555,1.052949,3.189768,9.633286,9.622019,25.910785
1,1,16,dynamic,1024,0.028595,0.307571,0.44433,1.663719,1.057858,3.182322,9.607145,9.566253,25.865755
1,1,16,dynamic,1024,0.029642,0.306685,0.452322,1.716932,1.060598,3.199301,9.599583,9.723518,26.096144
1,1,16,dynamic,1024,0.01733,0.307289,0.445406,1.704164,1.065551,3.205,9.564919,9.727142,26.044419
1,1,16,dynamic,1024,0.028394,0.310697,0.457656,1.652666,1.04972,3.196909,9.651263,9.615316,25.970202
1,1,16,dynamic,2048,0.033275,0.306335,0.441611,1.659472,1.054251,3.192577,9.606294,9.534821,25.836144
1,1,16,dynamic,2048,0.030903,0.303378,0.45225,1.669304,1.053389,3.191577,9.645153,9.789401,26.142925
1,1,16,dynamic,2048,0.018525,0.300742,0.432174,1.660862,1.042915,3.253199,9.568577,9.73343,26.017933
1,1,16,dynamic,2048,0.028417,0.304807,0.445731,1.620399,1.044153,3.213558,9.625419,9.625526,25.915498
1,1,16,dynamic,2048,0.014517,0.301484,0.429776,1.660665,1.038175,3.190012,9.734324,9.548641,25.925363
1,1,16,dynamic,4096,0.018332,0.300825,0.434528,1.692882,1.059515,3.198865,9.635834,9.77226,26.120582
1,1,16,dynamic,4096,0.028535,0.301452,0.42754,1.641467,1.030418,3.205379,9.547529,9.734701,25.924694
1,1,16,dynamic,4096,0.028565,0.304053,0.433905,1.704523,1.047636,3.205587,9.649433,9.598738,25.980011
1,1,16,dynamic,4096,0.028786,0.302809,0.444026,1.696534,1.051323,3.201533,9.750248,9.570619,26.05357
1,1,16,dynamic,4096,0.030735,0.300406,0.456719,1.631671,1.041986,3.195668,9.601984,9.746933,26.014374
