Threads,Schedule,ChunkSize,Time (s),TotalTime
8,dynamic,2048,0.867613,44.886205
8,dynamic,2048,0.878886,44.343404
8,dynamic,2048,0.864381,43.604078
8,dynamic,2048,0.872917,41.770451
8,dynamic,4096,0.852121,41.747106
8,dynamic,4096,0.862560,42.838386
8,dynamic,4096,0.846734,41.596731
8,dynamic,4096,0.851339,41.763651
8,dynamic,4096,0.803895,43.299116
16,static,16,0.950601,43.011438
16,static,16,0.923697,41.906541
16,static,16,0.918765,43.341555
16,static,16,0.931383,42.219489
16,static,16,0.926868,42.582134
16,static,32,0.973772,44.384511
16,static,32,0.938550,42.253775
16,static,32,0.992594,44.764363
16,static,32,0.956156,42.258163
16,static,32,0.950090,42.669712
16,static,64,0.909093,42.076578
16,static,64,0.914832,42.241685
16,static,64,0.896508,44.289004
16,static,64,0.904429,42.070270
16,static,64,0.895329,43.604225
16,static,128,0.848701,42.110763
16,static,128,0.884502,42.375100
16,static,16,0.940470,25.743340
16,static,16,0.928067,25.744776
16,static,16,0.938501,37.284843
16,static,16,0.960940,40.440498
16,static,16,0.968097,30.784950
16,static,32,0.965134,42.622952
16,static,32,0.958040,25.680810
16,static,32,0.936307,25.689458
16,static,32,0.973656,41.814063
16,static,32,0.976647,25.679153
16,static,64,0.898281,25.403111
16,static,64,0.892404,37.020562
16,static,64,0.891484,42.831997
16,static,64,0.897204,43.868187
16,static,64,0.901849,42.003733
16,static,128,0.849491,42.177526
16,static,128,0.860017,33.195668
16,static,128,0.842987,56.060078
16,static,128,0.870090,45.842519
16,static,128,0.839776,41.729567
16,static,256,0.825285,40.632339
16,static,256,0.830274,40.040265
16,static,256,0.855188,44.461389
16,static,256,0.832791,43.129493
16,static,256,0.835731,25.240075
16,static,512,0.821221,41.234222
16,static,512,0.835485,25.194512
16,static,512,0.812461,36.559479
16,static,512,0.812806,41.896068
16,static,512,0.794129,37.943391
16,static,1024,0.795528,41.544407
16,static,1024,0.781672,41.284057
16,static,1024,0.787370,32.376420
16,static,1024,0.776974,43.552602
16,static,1024,0.795964,41.533246
16,static,2048,0.801599,43.576329
16,static,2048,0.772206,36.069656
16,static,2048,0.761697,30.363823
16,static,2048,0.784770,40.099814
16,static,2048,0.759108,28.117200
16,static,4096,0.803781,24.789544
16,static,4096,0.776225,24.760758
16,static,4096,0.777846,25.117822
16,static,4096,0.743474,24.957203
16,static,4096,0.795276,24.837434
16,guided,16,0.738752,24.363893
16,guided,16,0.740798,24.819829
16,guided,16,0.733757,24.645732
16,guided,16,0.760231,24.629372
16,guided,16,0.744300,24.415634
16,guided,32,0.756695,26.610444
16,guided,32,0.728877,27.767599
16,guided,32,0.693269,24.539485
16,guided,32,0.718905,33.479027
16,guided,32,0.717427,32.125394
16,guided,64,0.732857,24.555354
16,guided,64,0.716795,24.527765
16,guided,64,0.710773,24.617242
16,guided,64,0.731933,24.827224
16,guided,64,0.720352,24.494267
16,guided,128,0.759012,24.680589
16,guided,128,0.741717,24.630453
16,guided,128,0.746829,24.664009
16,guided,128,0.717501,24.502554
16,guided,128,0.720224,24.625708
16,guided,256,0.730167,24.651452
16,guided,256,0.721655,27.619733
16,guided,256,0.756864,37.755934
16,guided,256,0.727720,24.719544
16,guided,256,0.718288,27.772134
16,guided,512,0.744728,36.095554
16,guided,512,0.738363,24.822089
16,guided,512,0.724105,24.736416
16,guided,512,0.743693,24.514729
16,guided,512,0.682876,24.739245
16,guided,1024,0.732944,44.864163
16,guided,1024,0.755581,24.823114
16,guided,1024,0.734243,24.557516
16,guided,1024,0.730726,24.652410
16,guided,1024,0.722154,25.396705
16,guided,2048,0.757444,25.683108
16,guided,2048,0.719233,24.461539
